iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.200995,1.4247,0.19957,4.17354e+07,4.20334e+07
2,0.214693,1.5193,0.213174,3.90726e+07,3.93511e+07
3,0.193717,482.896,-0.289179,4.33035e+07,-2.90084e+07
4,0.193336,1.6614,0.191675,4.33887e+07,4.37648e+07
5,0.20156,1.4427,0.200118,4.16184e+07,4.19184e+07
6,0.198186,1.523,0.196663,4.23269e+07,4.26546e+07
7,0.210685,1.5111,0.209173,3.9816e+07,4.01036e+07
8,0.216779,1.4931,0.215286,3.86966e+07,3.8965e+07
9,0.198764,1.476,0.197288,4.22038e+07,4.25196e+07
10,0.203192,1.4329,0.201759,4.12841e+07,4.15773e+07
11,0.210181,1.461,0.20872,3.99114e+07,4.01907e+07
12,0.207172,1.4368,0.205735,4.0491e+07,4.07738e+07
13,0.194759,1.432,0.193327,4.30717e+07,4.33907e+07
14,0.195377,1.4561,0.193921,4.29355e+07,4.32579e+07
15,0.194563,1.4676,0.193095,4.31152e+07,4.34429e+07
16,0.196982,1.4834,0.195499,4.25856e+07,4.29087e+07
