iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0036818,0.0002,0.0036816,7.12e+07,7.12038e+07
2,0.0040108,0.0001,0.0040107,6.53595e+07,6.53612e+07
3,0.004016,0.0001,0.0040159,6.52749e+07,6.52765e+07
4,0.004,0.0001,0.0039999,6.5536e+07,6.55376e+07
5,0.0039831,0.0001,0.003983,6.58141e+07,6.58157e+07
6,0.0039133,0.0001,0.0039132,6.6988e+07,6.69897e+07
7,0.0038634,0.0002,0.0038632,6.78532e+07,6.78567e+07
8,0.0038452,0.0001,0.0038451,6.81743e+07,6.81761e+07
9,0.0039085,0.0001,0.0039084,6.70702e+07,6.70719e+07
10,0.00388,0.0002,0.0038798,6.75629e+07,6.75664e+07
11,0.0037886,0.0002,0.0037884,6.91928e+07,6.91965e+07
12,0.0037949,0.0002,0.0037947,6.9078e+07,6.90816e+07
13,0.0037466,0.0003,0.0037463,6.99685e+07,6.99741e+07
14,0.0037149,0.0003,0.0037146,7.05656e+07,7.05713e+07
15,0.0036817,0.0001,0.0036816,7.12019e+07,7.12038e+07
16,0.0036834,0.0002,0.0036832,7.1169e+07,7.11729e+07
