iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.002127,1.442,0.000685,3.94387e+09,1.22461e+10
2,0.0016639,1.599,6.49e-05,5.04153e+09,1.29254e+11
3,0.0020663,2.0058,6.05e-05,4.05972e+09,1.38655e+11
4,0.0015724,1.4352,0.0001372,5.33491e+09,6.11415e+10
5,0.0014967,1.4337,6.3e-05,5.60474e+09,1.33153e+11
6,0.0016797,1.6208,5.89e-05,4.99411e+09,1.42421e+11
7,0.0019994,1.9393,6.01e-05,4.19556e+09,1.39578e+11
8,0.0016108,1.475,0.0001358,5.20773e+09,6.17718e+10
9,0.0014955,1.4339,6.16e-05,5.60923e+09,1.36179e+11
10,0.0016876,1.6266,6.1e-05,4.97073e+09,1.37518e+11
11,0.0020546,1.9938,6.08e-05,4.08284e+09,1.37971e+11
12,0.0015207,1.409,0.0001117,5.51628e+09,7.50994e+10
13,0.0014421,1.4127,2.94e-05,5.81694e+09,2.85327e+11
14,0.0014797,1.4512,2.85e-05,5.66913e+09,2.94337e+11
15,0.0017906,1.7567,3.39e-05,4.6848e+09,2.47452e+11
16,0.0015102,1.4092,0.000101,5.55463e+09,8.30555e+10
