iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0002461,0.1007,0.0001454,1.06519e+09,1.80292e+09
2,5e-06,0.0926,-8.76e-05,5.24288e+10,-2.99251e+09
3,4.7e-06,0.0883,-8.36e-05,5.57753e+10,-3.13569e+09
4,3.9e-06,0.086,-8.21e-05,6.72164e+10,-3.19298e+09
5,3.9e-06,0.0861,-8.22e-05,6.72164e+10,-3.1891e+09
6,4e-06,0.0848,-8.08e-05,6.5536e+10,-3.24436e+09
7,3.9e-06,0.085,-8.11e-05,6.72164e+10,-3.23236e+09
8,3.8e-06,0.0837,-7.99e-05,6.89853e+10,-3.2809e+09
9,4.5e-06,0.0871,-8.26e-05,5.82542e+10,-3.17366e+09
10,4.5e-06,0.0857,-8.12e-05,5.82542e+10,-3.22837e+09
11,3.7e-06,0.088,-8.43e-05,7.08497e+10,-3.10966e+09
12,3.7e-06,0.0841,-8.04e-05,7.08497e+10,-3.2605e+09
13,3.9e-06,0.0811,-7.72e-05,6.72164e+10,-3.39565e+09
14,3.5e-06,0.0804,-7.69e-05,7.48983e+10,-3.40889e+09
15,3.6e-06,0.0808,-7.72e-05,7.28178e+10,-3.39565e+09
16,4.1e-06,0.0812,-7.71e-05,6.39376e+10,-3.40005e+09
