iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.117178,0.0003,0.117178,7.15886e+07,7.15888e+07
2,0.12738,0.0002,0.12738,6.58551e+07,6.58552e+07
3,0.127617,0.0002,0.127617,6.57324e+07,6.57325e+07
4,0.125546,0.0003,0.125546,6.68168e+07,6.6817e+07
5,0.125464,0.0003,0.125464,6.68607e+07,6.68608e+07
6,0.123817,0.0003,0.123817,6.77499e+07,6.77501e+07
7,0.126696,0.0002,0.126696,6.62103e+07,6.62104e+07
8,0.130649,0.0003,0.130649,6.4207e+07,6.42072e+07
9,0.128982,0.0003,0.128981,6.50371e+07,6.50373e+07
10,0.119171,0.0002,0.119171,7.03913e+07,7.03914e+07
11,0.118454,0.0002,0.118454,7.08174e+07,7.08176e+07
12,0.11463,0.0001,0.11463,7.31799e+07,7.31799e+07
13,0.114024,0.0002,0.114024,7.35689e+07,7.35691e+07
14,0.114489,0.0003,0.114488,7.32702e+07,7.32704e+07
15,0.113542,0.0002,0.113542,7.38812e+07,7.38813e+07
16,0.111677,0.0001,0.111677,7.51146e+07,7.51147e+07
