iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0148801,0.0003,0.0148798,7.04683e+07,7.04698e+07
2,0.0161716,0.0003,0.0161713,6.48406e+07,6.48418e+07
3,0.0165064,0.0002,0.0165062,6.35254e+07,6.35262e+07
4,0.0172358,0.0002,0.0172356,6.08371e+07,6.08378e+07
5,0.0174746,0.0003,0.0174743,6.00057e+07,6.00068e+07
6,0.0169332,0.0003,0.0169329,6.19243e+07,6.19254e+07
7,0.0187367,0.0002,0.0187365,5.59638e+07,5.59643e+07
8,0.0167702,0.0002,0.01677,6.25261e+07,6.25269e+07
9,0.0165602,0.0002,0.01656,6.3319e+07,6.33198e+07
10,0.015192,0.0003,0.0151917,6.90216e+07,6.9023e+07
11,0.0150538,0.0003,0.0150535,6.96552e+07,6.96566e+07
12,0.0149623,0.0002,0.0149621,7.00812e+07,7.00821e+07
13,0.0148716,0.0002,0.0148714,7.05086e+07,7.05096e+07
14,0.0147138,0.0002,0.0147136,7.12648e+07,7.12658e+07
15,0.014738,0.0001,0.0147379,7.11478e+07,7.11483e+07
16,0.0145806,0.0002,0.0145804,7.19158e+07,7.19168e+07
