iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0021541,1.9381,0.000216,3.89425e+09,3.88361e+10
2,0.0014269,1.4174,9.5e-06,5.8789e+09,8.83011e+11
3,0.0015675,1.5612,6.3e-06,5.35158e+09,1.33153e+12
4,0.0016864,1.6774,9e-06,4.97427e+09,9.32068e+11
5,0.0014621,1.4519,1.02e-05,5.73737e+09,8.22413e+11
6,0.0014372,1.4296,7.6e-06,5.83677e+09,1.10376e+12
7,0.001469,1.4626,6.4e-06,5.71042e+09,1.31072e+12
8,0.0017863,1.7791,7.2e-06,4.69608e+09,1.16508e+12
9,0.0014308,1.4209,9.9e-06,5.86288e+09,8.47334e+11
10,0.0014293,1.4157,1.36e-05,5.86903e+09,6.16809e+11
11,0.0014252,1.4193,5.9e-06,5.88592e+09,1.4218e+12
12,0.0016544,1.648,6.4e-06,5.07048e+09,1.31072e+12
13,0.001487,1.4758,1.12e-05,5.6413e+09,7.48983e+11
14,0.0014315,1.4243,7.2e-06,5.86001e+09,1.16508e+12
15,0.0014216,1.4151,6.5e-06,5.90082e+09,1.29056e+12
16,0.0014475,1.4412,6.3e-06,5.79524e+09,1.33153e+12
