iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0026723,265.364,-0.262691,2.51128e+10,-2.55467e+08
2,0.0025353,263.57,-0.261035,2.64698e+10,-2.57088e+08
3,0.0024693,266.146,-0.263676,2.71773e+10,-2.54512e+08
4,0.0025344,265.876,-0.263341,2.64792e+10,-2.54836e+08
5,0.0024671,268.693,-0.266226,2.72015e+10,-2.52075e+08
6,0.0025528,264.557,-0.262004,2.62883e+10,-2.56137e+08
7,0.0024679,264.621,-0.262153,2.71927e+10,-2.55991e+08
8,0.002533,264.661,-0.262128,2.64938e+10,-2.56015e+08
9,0.002482,263.887,-0.261405,2.70382e+10,-2.56724e+08
10,0.002535,266.249,-0.263714,2.64729e+10,-2.54476e+08
11,0.0024752,270.034,-0.267559,2.71125e+10,-2.50819e+08
12,0.0079146,368.632,-0.360717,8.47912e+09,-1.86043e+08
13,0.0079121,369.865,-0.361953,8.4818e+09,-1.85408e+08
14,0.0082395,369.313,-0.361074,8.14477e+09,-1.85859e+08
15,0.0081525,367.136,-0.358984,8.23169e+09,-1.86941e+08
16,0.0083537,370.627,-0.362273,8.03343e+09,-1.85244e+08
