iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,2.80131,0.0001,2.80131,3.83299e+08,3.83299e+08
2,2.9935,0.0002,2.9935,3.58691e+08,3.58691e+08
3,2.71794,0.0002,2.71794,3.95057e+08,3.95057e+08
4,2.71533,0.0001,2.71533,3.95437e+08,3.95437e+08
5,2.69262,0.0001,2.69262,3.98772e+08,3.98772e+08
6,2.69103,0,2.69103,3.99008e+08,3.99008e+08
7,2.68164,0.0004,2.68164,4.00406e+08,4.00406e+08
8,2.66956,0.0001,2.66956,4.02217e+08,4.02217e+08
9,2.66908,0.0005,2.66908,4.02288e+08,4.02289e+08
10,2.63956,0.0001,2.63956,4.06789e+08,4.06789e+08
11,2.64825,0.0001,2.64825,4.05453e+08,4.05453e+08
12,2.65912,0.0001,2.65912,4.03795e+08,4.03795e+08
13,2.60876,0.0001,2.60876,4.11591e+08,4.11591e+08
14,2.62177,0.0002,2.62177,4.09548e+08,4.09548e+08
15,2.62099,0.0001,2.62099,4.09671e+08,4.09671e+08
16,2.60991,0.0001,2.60991,4.1141e+08,4.1141e+08
