iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.002138,0.0001,0.0021379,1.22612e+08,1.22618e+08
2,0.0013469,0.0001,0.0013468,1.94628e+08,1.94642e+08
3,0.0013791,0.0001,0.001379,1.90083e+08,1.90097e+08
4,0.0017198,0.0002,0.0017196,1.52427e+08,1.52445e+08
5,0.0014044,0,0.0014044,1.86659e+08,1.86659e+08
6,0.0014048,0.0001,0.0014047,1.86606e+08,1.86619e+08
7,0.0013635,0,0.0013635,1.92258e+08,1.92258e+08
8,0.0015414,0.0001,0.0015413,1.70069e+08,1.7008e+08
9,0.0015549,0.0001,0.0015548,1.68592e+08,1.68603e+08
10,0.0014664,0,0.0014664,1.78767e+08,1.78767e+08
11,0.0012851,0,0.0012851,2.03987e+08,2.03987e+08
12,0.0012528,0,0.0012528,2.09246e+08,2.09246e+08
13,0.001197,0.0001,0.0011969,2.19001e+08,2.19019e+08
14,0.0014498,0.0001,0.0014497,1.80814e+08,1.80826e+08
15,0.0013148,0.0001,0.0013147,1.99379e+08,1.99395e+08
16,0.0012914,0.0001,0.0012913,2.02992e+08,2.03008e+08
