iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,14.5887,0.0005,14.5887,7.36011e+07,7.36011e+07
2,15.7909,0.0002,15.7909,6.79976e+07,6.79976e+07
3,15.8336,0.0002,15.8336,6.78141e+07,6.78141e+07
4,15.587,0.0002,15.587,6.88868e+07,6.88868e+07
5,15.5274,0.0001,15.5274,6.91513e+07,6.91513e+07
6,15.3601,0.0002,15.3601,6.99046e+07,6.99046e+07
7,15.2505,0.0002,15.2505,7.0407e+07,7.0407e+07
8,15.1122,0.0002,15.1122,7.10513e+07,7.10513e+07
9,15.0225,0.0003,15.0225,7.14754e+07,7.14755e+07
10,14.9457,0.0002,14.9457,7.18428e+07,7.18428e+07
11,14.8474,0.0002,14.8474,7.23187e+07,7.23187e+07
12,14.7441,0.0002,14.7441,7.28252e+07,7.28252e+07
13,14.6614,0.0002,14.6614,7.32358e+07,7.32358e+07
14,14.5612,0.0003,14.5612,7.37399e+07,7.37399e+07
15,14.4917,0.0002,14.4917,7.40936e+07,7.40936e+07
16,14.3904,0.0006,14.3904,7.4615e+07,7.4615e+07
