iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.00032,0.2999,2.01e-05,3.2768e+09,5.2168e+10
2,6.2e-06,0.2835,-0.0002773,1.69125e+11,-3.78138e+09
3,4.8e-06,0.2716,-0.0002668,2.18453e+11,-3.93019e+09
4,4.4e-06,0.2693,-0.0002649,2.38313e+11,-3.95838e+09
5,4.3e-06,0.267,-0.0002627,2.43855e+11,-3.99153e+09
6,4.9e-06,0.2766,-0.0002717,2.13995e+11,-3.85932e+09
7,4.1e-06,0.2757,-0.0002716,2.5575e+11,-3.86074e+09
8,4.3e-06,0.2728,-0.0002685,2.43855e+11,-3.90531e+09
9,4.1e-06,0.2651,-0.000261,2.5575e+11,-4.01753e+09
10,4.1e-06,0.2705,-0.0002664,2.5575e+11,-3.9361e+09
11,4.9e-06,0.2683,-0.0002634,2.13995e+11,-3.98093e+09
12,4.4e-06,0.2691,-0.0002647,2.38313e+11,-3.96138e+09
13,4.9e-06,0.2713,-0.0002664,2.13995e+11,-3.9361e+09
14,4.5e-06,0.2729,-0.0002684,2.33017e+11,-3.90677e+09
15,4.1e-06,0.2746,-0.0002705,2.5575e+11,-3.87644e+09
16,4.2e-06,0.2664,-0.0002622,2.49661e+11,-3.99915e+09
