iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0001164,0,0.0001164,7.0378e+07,7.0378e+07
2,0.000139,0.0001,0.0001389,5.89353e+07,5.89777e+07
3,0.0001257,0,0.0001257,6.5171e+07,6.5171e+07
4,0.0001322,0,0.0001322,6.19667e+07,6.19667e+07
5,0.0001229,0.0001,0.0001228,6.66558e+07,6.67101e+07
6,0.0001232,0,0.0001232,6.64935e+07,6.64935e+07
7,0.0001252,0,0.0001252,6.54313e+07,6.54313e+07
8,0.0001209,0,0.0001209,6.77585e+07,6.77585e+07
9,0.0001244,0,0.0001244,6.58521e+07,6.58521e+07
10,0.0001188,0.0001,0.0001187,6.89562e+07,6.90143e+07
11,0.0001234,0,0.0001234,6.63857e+07,6.63857e+07
12,0.0001176,0.0001,0.0001175,6.96599e+07,6.97191e+07
13,0.000118,0,0.000118,6.94237e+07,6.94237e+07
14,0.0001218,0,0.0001218,6.72578e+07,6.72578e+07
15,0.0001158,0,0.0001158,7.07427e+07,7.07427e+07
16,0.0001207,0.0001,0.0001206,6.78708e+07,6.7927e+07
