iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,1.11397,0.0002,1.11397,6.0243e+07,6.02431e+07
2,1.22325,0.0003,1.22325,5.4861e+07,5.4861e+07
3,1.21164,0.0002,1.21164,5.5387e+07,5.5387e+07
4,1.18308,0.0002,1.18308,5.67237e+07,5.67237e+07
5,1.19022,0.0002,1.19022,5.63836e+07,5.63836e+07
6,1.16638,0.0002,1.16638,5.75359e+07,5.75359e+07
7,1.16659,0.0003,1.16659,5.75258e+07,5.75258e+07
8,1.15568,0.0002,1.15568,5.8069e+07,5.8069e+07
9,1.15518,0.0001,1.15518,5.8094e+07,5.8094e+07
10,1.15258,0.0001,1.15258,5.82251e+07,5.82251e+07
11,1.13589,0.0001,1.13589,5.90807e+07,5.90807e+07
12,1.14017,0.0002,1.14017,5.88587e+07,5.88587e+07
13,1.11619,0.0002,1.11619,6.01231e+07,6.01231e+07
14,1.11694,0.0002,1.11694,6.0083e+07,6.0083e+07
15,1.1049,0.0002,1.1049,6.07376e+07,6.07376e+07
16,1.10579,0.0002,1.10579,6.06886e+07,6.06887e+07
