iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.166778,0.0002,0.166778,4.02385e+08,4.02385e+08
2,0.168109,0.0001,0.168109,3.99198e+08,3.99199e+08
3,0.173748,0.0001,0.173748,3.86243e+08,3.86243e+08
4,0.168217,0.0002,0.168217,3.98942e+08,3.98942e+08
5,0.169135,0.0002,0.169135,3.96776e+08,3.96777e+08
6,0.1665,0.0002,0.1665,4.03055e+08,4.03056e+08
7,0.165592,0.0001,0.165592,4.05266e+08,4.05266e+08
8,0.167791,0.0001,0.167791,3.99954e+08,3.99954e+08
9,0.167582,0.0001,0.167582,4.00454e+08,4.00455e+08
10,0.166713,0.0001,0.166713,4.02541e+08,4.02542e+08
11,0.164753,0.0001,0.164753,4.07331e+08,4.07331e+08
12,0.168666,0.0002,0.168665,3.97881e+08,3.97881e+08
13,0.163311,0.0002,0.16331,4.10928e+08,4.10928e+08
14,0.163532,0.0001,0.163532,4.10372e+08,4.10372e+08
15,0.167315,0.0001,0.167315,4.01093e+08,4.01093e+08
16,0.165543,0.0001,0.165543,4.05385e+08,4.05386e+08
