iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0002486,0.029,0.0002196,3.29525e+07,3.73042e+07
2,4.43e-05,0.0193,2.5e-05,1.84921e+08,3.2768e+08
3,3.96e-05,0.0175,2.21e-05,2.06869e+08,3.70679e+08
4,4.69e-05,0.0175,2.94e-05,1.7467e+08,2.78639e+08
5,3.97e-05,0.0177,2.2e-05,2.06348e+08,3.72364e+08
6,4.12e-05,0.019,2.22e-05,1.98835e+08,3.69009e+08
7,4.04e-05,0.018,2.24e-05,2.02772e+08,3.65714e+08
8,3.89e-05,0.0171,2.18e-05,2.10591e+08,3.7578e+08
9,3.89e-05,0.0173,2.16e-05,2.10591e+08,3.79259e+08
10,3.88e-05,0.0172,2.16e-05,2.11134e+08,3.79259e+08
11,3.8e-05,0.017,2.1e-05,2.15579e+08,3.90095e+08
12,3.87e-05,0.0179,2.08e-05,2.1168e+08,3.93846e+08
13,3.85e-05,0.0173,2.12e-05,2.12779e+08,3.86415e+08
14,3.86e-05,0.0174,2.12e-05,2.12228e+08,3.86415e+08
15,3.91e-05,0.0174,2.17e-05,2.09514e+08,3.77512e+08
16,4.05e-05,0.019,2.15e-05,2.02272e+08,3.81023e+08
