iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0336114,0.0002,0.0336112,2.49576e+08,2.49578e+08
2,0.0320012,0.0001,0.0320011,2.62134e+08,2.62135e+08
3,0.0345858,0.0003,0.0345855,2.42545e+08,2.42547e+08
4,0.0278257,0.0001,0.0278256,3.0147e+08,3.01471e+08
5,0.0244095,0.0002,0.0244093,3.43662e+08,3.43664e+08
6,0.0241057,0.0001,0.0241056,3.47993e+08,3.47994e+08
7,0.0252279,0,0.0252279,3.32513e+08,3.32513e+08
8,0.026069,0.0001,0.0260689,3.21785e+08,3.21786e+08
9,0.0240166,0.0001,0.0240165,3.49284e+08,3.49285e+08
10,0.0234259,0.0001,0.0234258,3.58091e+08,3.58093e+08
11,0.0232549,0.0001,0.0232548,3.60724e+08,3.60726e+08
12,0.0235107,0.0002,0.0235105,3.568e+08,3.56803e+08
13,0.0234523,0.0001,0.0234522,3.57688e+08,3.5769e+08
14,0.0243497,0.0002,0.0243495,3.44506e+08,3.44508e+08
15,0.0235205,0.0001,0.0235204,3.56651e+08,3.56652e+08
16,0.0337769,0.0002,0.0337767,2.48353e+08,2.48355e+08
