iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0145731,0.3,0.0142731,7.19528e+07,7.34652e+07
2,0.013627,0.2796,0.0133474,7.69484e+07,7.85603e+07
3,0.0136217,0.2785,0.0133432,7.69784e+07,7.8585e+07
4,0.0138864,0.2747,0.0136117,7.5511e+07,7.70349e+07
5,0.0136235,0.292,0.0133315,7.69682e+07,7.8654e+07
6,0.0137497,0.2813,0.0134684,7.62617e+07,7.78545e+07
7,0.0136653,0.2721,0.0133932,7.67327e+07,7.82917e+07
8,0.0136202,0.2745,0.0133457,7.69868e+07,7.85703e+07
9,0.0136211,0.2715,0.0133496,7.69817e+07,7.85474e+07
10,0.0136195,0.2786,0.0133409,7.69908e+07,7.85986e+07
11,0.0136203,0.2694,0.0133509,7.69863e+07,7.85397e+07
12,0.0136207,0.2715,0.0133492,7.6984e+07,7.85497e+07
13,0.0126098,0.2681,0.0123417,8.31556e+07,8.4962e+07
14,0.012593,0.2702,0.0123228,8.32666e+07,8.50923e+07
15,0.0125911,0.2678,0.0123233,8.32791e+07,8.50889e+07
16,0.0126237,0.2871,0.0123366,8.30641e+07,8.49972e+07
