iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0145556,0.0001,0.0145555,7.20394e+07,7.20398e+07
2,0.0157709,0.0001,0.0157708,6.6488e+07,6.64884e+07
3,0.0161211,0.0001,0.016121,6.50437e+07,6.50441e+07
4,0.0152821,0,0.0152821,6.86147e+07,6.86147e+07
5,0.0151131,0,0.0151131,6.93819e+07,6.93819e+07
6,0.014945,0.0001,0.0149449,7.01623e+07,7.01628e+07
7,0.0149485,0,0.0149485,7.01459e+07,7.01459e+07
8,0.0147846,0,0.0147846,7.09235e+07,7.09235e+07
9,0.0145835,0.0001,0.0145834,7.19015e+07,7.1902e+07
10,0.0148249,0.0001,0.0148248,7.07307e+07,7.07312e+07
11,0.0143463,0,0.0143463,7.30903e+07,7.30903e+07
12,0.0146574,0.0001,0.0146573,7.1539e+07,7.15395e+07
13,0.0146792,0.0001,0.0146791,7.14328e+07,7.14333e+07
14,0.0140963,0.0001,0.0140962,7.43866e+07,7.43871e+07
15,0.014497,0.0001,0.0144969,7.23306e+07,7.23311e+07
16,0.0140125,0.0001,0.0140124,7.48315e+07,7.4832e+07
