iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.12494,0.0002,0.12494,6.71411e+07,6.71412e+07
2,0.128528,0.0002,0.128527,6.5267e+07,6.52671e+07
3,0.128248,0.0002,0.128247,6.54095e+07,6.54096e+07
4,0.126798,0.0002,0.126797,6.61575e+07,6.61576e+07
5,0.125899,0.0002,0.125898,6.66298e+07,6.66299e+07
6,0.124527,0.0003,0.124527,6.73637e+07,6.73639e+07
7,0.123614,0.0002,0.123614,6.78612e+07,6.78613e+07
8,0.12297,0.0003,0.12297,6.82164e+07,6.82166e+07
9,0.121358,0.0006,0.121357,6.91228e+07,6.91232e+07
10,0.119292,0.0003,0.119292,7.032e+07,7.03201e+07
11,0.118522,0.0002,0.118521,7.07771e+07,7.07772e+07
12,0.118486,0.0002,0.118486,7.07984e+07,7.07985e+07
13,0.115727,0,0.115727,7.24861e+07,7.24861e+07
14,0.116254,0.0002,0.116254,7.21574e+07,7.21575e+07
15,0.11495,0.0001,0.11495,7.29763e+07,7.29764e+07
16,0.115088,0.0002,0.115088,7.28885e+07,7.28886e+07
