iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0134998,13.2909,0.0002089,4.9711e+09,3.21249e+11
2,0.0113006,11.2873,1.33e-05,5.93852e+09,5.04578e+12
3,0.0108255,10.8136,1.19e-05,6.19915e+09,5.6394e+12
4,0.0111571,11.145,1.21e-05,6.0149e+09,5.54619e+12
5,0.0113997,11.3875,1.22e-05,5.8869e+09,5.50073e+12
6,0.0116783,11.659,1.93e-05,5.74646e+09,3.47714e+12
7,0.0122594,12.2456,1.38e-05,5.47407e+09,4.86296e+12
8,0.0121015,12.0885,1.3e-05,5.5455e+09,5.16222e+12
9,0.0108886,10.8759,1.27e-05,6.16322e+09,5.28416e+12
10,0.011305,11.2921,1.29e-05,5.93621e+09,5.20224e+12
11,0.0112873,11.2667,2.06e-05,5.94552e+09,3.25771e+12
12,0.0109382,10.9175,2.07e-05,6.13527e+09,3.24197e+12
13,0.0111667,11.1547,1.2e-05,6.00973e+09,5.59241e+12
14,0.0110387,11.027,1.17e-05,6.07942e+09,5.7358e+12
15,0.0111064,11.0936,1.28e-05,6.04236e+09,5.24288e+12
16,0.0110752,11.0634,1.18e-05,6.05938e+09,5.68719e+12
