iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,14.3889,0.0007,14.3889,7.46232e+07,7.46232e+07
2,15.6173,0.0003,15.6173,6.87533e+07,6.87533e+07
3,15.6261,0.0003,15.6261,6.87145e+07,6.87145e+07
4,15.4504,0.0002,15.4504,6.94959e+07,6.94959e+07
5,15.3384,0.0005,15.3384,7.00037e+07,7.00037e+07
6,15.1882,0.0003,15.1882,7.06959e+07,7.06959e+07
7,14.8788,0.0003,14.8788,7.21657e+07,7.21657e+07
8,14.7432,0.0001,14.7432,7.28296e+07,7.28296e+07
9,14.6571,0.0002,14.6571,7.32575e+07,7.32575e+07
10,14.5672,0.0002,14.5672,7.37095e+07,7.37095e+07
11,14.4277,0.0002,14.4277,7.44225e+07,7.44225e+07
12,14.3574,0.0002,14.3574,7.47867e+07,7.47867e+07
13,14.2694,0.0002,14.2694,7.5248e+07,7.5248e+07
14,14.2004,0.0003,14.2004,7.56136e+07,7.56136e+07
15,14.1201,0.0002,14.1201,7.60437e+07,7.60437e+07
16,14.0607,0.0002,14.0607,7.63646e+07,7.63646e+07
