iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0014672,0.0001,0.0014671,5.58342e+06,5.5838e+06
2,0.0006828,0,0.0006828,1.19977e+07,1.19977e+07
3,0.0006417,0.0001,0.0006416,1.27661e+07,1.27681e+07
4,0.0006689,0.0001,0.0006688,1.2247e+07,1.22488e+07
5,0.0007526,0,0.0007526,1.08849e+07,1.08849e+07
6,0.0006995,0.0001,0.0006994,1.17112e+07,1.17129e+07
7,0.0006135,0.0001,0.0006134,1.33529e+07,1.33551e+07
8,0.0006352,0.0001,0.0006351,1.28967e+07,1.28988e+07
9,0.0006479,0,0.0006479,1.26439e+07,1.26439e+07
10,0.0006326,0.0001,0.0006325,1.29497e+07,1.29518e+07
11,0.0006433,0.0001,0.0006432,1.27343e+07,1.27363e+07
12,0.0006208,0.0001,0.0006207,1.31959e+07,1.3198e+07
13,0.0006259,0.0001,0.0006258,1.30884e+07,1.30904e+07
14,0.0006638,0.0001,0.0006637,1.23411e+07,1.23429e+07
15,0.0007913,0.0001,0.0007912,1.03526e+07,1.03539e+07
16,0.0006429,0,0.0006429,1.27423e+07,1.27423e+07
