iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.20939,209.174,0.0002162,5.12795e+09,4.96643e+12
2,0.184451,184.438,1.3e-05,5.82128e+09,8.25955e+13
3,0.188115,188.094,2.12e-05,5.70789e+09,5.06482e+13
4,0.183675,183.661,1.33e-05,5.84589e+09,8.07325e+13
5,0.18453,184.514,1.57e-05,5.8188e+09,6.83912e+13
6,0.184641,184.628,1.27e-05,5.81529e+09,8.45466e+13
7,0.186585,186.568,1.7e-05,5.75469e+09,6.31613e+13
8,0.185274,185.241,3.24e-05,5.79543e+09,3.31402e+13
9,0.183345,183.332,1.33e-05,5.85639e+09,8.07325e+13
10,0.183183,183.169,1.49e-05,5.86156e+09,7.20632e+13
11,0.188253,188.241,1.27e-05,5.7037e+09,8.45466e+13
12,0.184464,184.446,1.75e-05,5.82089e+09,6.13567e+13
13,0.187652,187.639,1.3e-05,5.72199e+09,8.25955e+13
14,0.204244,204.232,1.23e-05,5.25714e+09,8.72961e+13
15,0.198879,198.867,1.18e-05,5.39898e+09,9.09951e+13
16,0.185073,185.06,1.26e-05,5.80173e+09,8.52176e+13
