iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.16513,0.0001,0.16513,4.06399e+08,4.064e+08
2,0.168743,0.0001,0.168743,3.97699e+08,3.97699e+08
3,0.174127,0.0002,0.174127,3.85402e+08,3.85402e+08
4,0.168474,0.0001,0.168474,3.98334e+08,3.98334e+08
5,0.166129,0.0001,0.166129,4.03957e+08,4.03958e+08
6,0.165927,0.0001,0.165927,4.04449e+08,4.04449e+08
7,0.168225,0.0002,0.168225,3.98923e+08,3.98923e+08
8,0.166896,0.0002,0.166895,4.02101e+08,4.02101e+08
9,0.16862,0.0001,0.16862,3.97988e+08,3.97988e+08
10,0.166853,0.0002,0.166852,4.02204e+08,4.02205e+08
11,0.166346,0.0001,0.166346,4.0343e+08,4.0343e+08
12,0.162653,0.0001,0.162653,4.1259e+08,4.1259e+08
13,0.164069,0.0001,0.164069,4.09028e+08,4.09028e+08
14,0.16487,0.0002,0.16487,4.0704e+08,4.07041e+08
15,0.162869,0.0001,0.162869,4.12041e+08,4.12042e+08
16,0.164056,0.0001,0.164055,4.09062e+08,4.09062e+08
