iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0013714,0.0001,0.0013713,5.97346e+06,5.97389e+06
2,0.0007122,0.0001,0.0007121,1.15024e+07,1.1504e+07
3,0.0006771,0,0.0006771,1.20987e+07,1.20987e+07
4,0.0006887,0.0001,0.0006886,1.18949e+07,1.18966e+07
5,0.000657,0,0.000657,1.24688e+07,1.24688e+07
6,0.0006843,0.0001,0.0006842,1.19714e+07,1.19731e+07
7,0.000687,0,0.000687,1.19243e+07,1.19243e+07
8,0.0006684,0,0.0006684,1.22561e+07,1.22561e+07
9,0.0006913,0.0001,0.0006912,1.18501e+07,1.18519e+07
10,0.0006631,0.0001,0.000663,1.23541e+07,1.2356e+07
11,0.000619,0.0001,0.0006189,1.32342e+07,1.32364e+07
12,0.0006537,0,0.0006537,1.25317e+07,1.25317e+07
13,0.0006658,0,0.0006658,1.2304e+07,1.2304e+07
14,0.000633,0,0.000633,1.29415e+07,1.29415e+07
15,0.0006472,0,0.0006472,1.26576e+07,1.26576e+07
16,0.0006605,0,0.0006605,1.24027e+07,1.24027e+07
