iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0053134,0.0002,0.0053132,1.97346e+08,1.97353e+08
2,0.0047579,0.0002,0.0047577,2.20386e+08,2.20396e+08
3,0.0046982,0.0002,0.004698,2.23187e+08,2.23196e+08
4,0.0044899,0.0002,0.0044897,2.33541e+08,2.33551e+08
5,0.0044261,0.0002,0.0044259,2.36907e+08,2.36918e+08
6,0.0045663,0.0002,0.0045661,2.29634e+08,2.29644e+08
7,0.0045505,0.0001,0.0045504,2.30431e+08,2.30436e+08
8,0.0038623,0.0001,0.0038622,2.7149e+08,2.71497e+08
9,0.004707,0.0002,0.0047068,2.22769e+08,2.22779e+08
10,0.0044527,0.0003,0.0044524,2.35492e+08,2.35508e+08
11,0.0051084,0.0002,0.0051082,2.05265e+08,2.05273e+08
12,0.0048384,0.0002,0.0048382,2.1672e+08,2.16729e+08
13,0.0044075,0.0001,0.0044074,2.37907e+08,2.37913e+08
14,0.0036173,0.0001,0.0036172,2.89878e+08,2.89886e+08
15,0.0042307,0.0001,0.0042306,2.47849e+08,2.47855e+08
16,0.0038769,0.0001,0.0038768,2.70468e+08,2.70475e+08
