iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,3.08711,0.0001,3.08711,3.47815e+08,3.47815e+08
2,3.48914,0.0001,3.48914,3.07738e+08,3.07738e+08
3,3.21446,0.0002,3.21446,3.34035e+08,3.34035e+08
4,3.22858,0.0006,3.22858,3.32574e+08,3.32574e+08
5,3.44506,0.0002,3.44506,3.11676e+08,3.11676e+08
6,3.41112,0.0002,3.41112,3.14777e+08,3.14777e+08
7,3.39146,0.0002,3.39146,3.16602e+08,3.16602e+08
8,3.38596,0.0002,3.38596,3.17116e+08,3.17116e+08
9,3.36574,0.0002,3.36574,3.19021e+08,3.19021e+08
10,3.14865,0.0002,3.14865,3.41016e+08,3.41016e+08
11,3.0295,0.0001,3.0295,3.54429e+08,3.54429e+08
12,3.02303,0.0002,3.02303,3.55187e+08,3.55187e+08
13,3.02675,0.0002,3.02675,3.5475e+08,3.5475e+08
14,3.01894,0.0001,3.01894,3.55669e+08,3.55669e+08
15,3.07587,0.0002,3.07587,3.49086e+08,3.49086e+08
16,2.97741,0.0003,2.97741,3.60629e+08,3.60629e+08
