iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0002322,3.5703,-0.0033381,3.52799e+07,-2.45409e+06
2,4.39e-05,3.5959,-0.003552,1.86606e+08,-2.30631e+06
3,4.02e-05,3.591,-0.0035508,2.03781e+08,-2.30709e+06
4,3.87e-05,3.6395,-0.0036008,2.1168e+08,-2.27505e+06
5,3.88e-05,3.7782,-0.0037394,2.11134e+08,-2.19073e+06
6,0.0001059,3.6055,-0.0034996,7.7356e+07,-2.34084e+06
7,3.81e-05,3.6858,-0.0036477,2.15013e+08,-2.2458e+06
8,4.01e-05,3.5957,-0.0035556,2.04289e+08,-2.30397e+06
9,3.96e-05,3.6708,-0.0036312,2.06869e+08,-2.256e+06
10,0.0001213,3.6382,-0.0035169,6.7535e+07,-2.32932e+06
11,4.89e-05,3.6469,-0.003598,1.67526e+08,-2.27682e+06
12,3.84e-05,3.5988,-0.0035604,2.13333e+08,-2.30087e+06
13,3.93e-05,3.6137,-0.0035744,2.08448e+08,-2.29185e+06
14,3.97e-05,3.7066,-0.0036669,2.06348e+08,-2.23404e+06
15,0.0001062,3.6047,-0.0034985,7.71375e+07,-2.34157e+06
16,3.77e-05,3.6198,-0.0035821,2.17294e+08,-2.28693e+06
