iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0277647,0.0002,0.0277645,3.02132e+08,3.02134e+08
2,0.028026,0.0002,0.0280258,2.99315e+08,2.99317e+08
3,0.0319154,0.0002,0.0319152,2.62839e+08,2.62841e+08
4,0.041865,0.0002,0.0418648,2.00373e+08,2.00374e+08
5,0.0267689,0.0002,0.0267687,3.13371e+08,3.13374e+08
6,0.0259054,0.0002,0.0259052,3.23817e+08,3.23819e+08
7,0.0265869,0.0002,0.0265867,3.15517e+08,3.15519e+08
8,0.0264672,0.0001,0.0264671,3.16944e+08,3.16945e+08
9,0.0306371,0.0002,0.0306369,2.73806e+08,2.73807e+08
10,0.0267333,0.0002,0.0267331,3.13789e+08,3.13791e+08
11,0.0287793,0.0002,0.0287791,2.91481e+08,2.91483e+08
12,0.0270598,0.0003,0.0270595,3.10003e+08,3.10006e+08
13,0.0268134,0.0002,0.0268132,3.12851e+08,3.12854e+08
14,0.0264857,0.0002,0.0264855,3.16722e+08,3.16725e+08
15,0.0278115,0.0002,0.0278113,3.01624e+08,3.01626e+08
16,0.02579,0.0002,0.0257898,3.25266e+08,3.25268e+08
