iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0003345,0.1124,0.0002221,7.83689e+08,1.1803e+09
2,0.0001006,0.0944,6.2e-06,2.60581e+09,4.22813e+10
3,9.62e-05,0.0914,4.8e-06,2.72499e+09,5.46133e+10
4,9.6e-05,0.0913,4.7e-06,2.73067e+09,5.57753e+10
5,9.76e-05,0.0929,4.7e-06,2.6859e+09,5.57753e+10
6,9.84e-05,0.0929,5.5e-06,2.66407e+09,4.76625e+10
7,9.18e-05,0.0871,4.7e-06,2.8556e+09,5.57753e+10
8,9.27e-05,0.0885,4.2e-06,2.82787e+09,6.24152e+10
9,9.32e-05,0.0885,4.7e-06,2.8127e+09,5.57753e+10
10,8.85e-05,0.0842,4.3e-06,2.96208e+09,6.09637e+10
11,9.86e-05,0.0941,4.5e-06,2.65866e+09,5.82542e+10
12,9.91e-05,0.0947,4.4e-06,2.64525e+09,5.95782e+10
13,9.66e-05,0.0921,4.5e-06,2.71371e+09,5.82542e+10
14,9.49e-05,0.0894,5.5e-06,2.76232e+09,4.76625e+10
15,9.19e-05,0.0873,4.6e-06,2.85249e+09,5.69878e+10
16,9.7e-05,0.0924,4.6e-06,2.70252e+09,5.69878e+10
