iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.140477,0.0002,0.140477,5.9715e+07,5.97151e+07
2,0.153936,0.0002,0.153936,5.44941e+07,5.44942e+07
3,0.154457,0.0002,0.154456,5.43104e+07,5.43105e+07
4,0.152556,0.0002,0.152556,5.49871e+07,5.49872e+07
5,0.152012,0.0008,0.152011,5.51839e+07,5.51842e+07
6,0.150708,0.0002,0.150707,5.56615e+07,5.56616e+07
7,0.148463,0.0001,0.148463,5.65031e+07,5.65031e+07
8,0.147335,0.0001,0.147335,5.69357e+07,5.69357e+07
9,0.1465,0.0002,0.1465,5.72601e+07,5.72602e+07
10,0.145054,0.0002,0.145054,5.78311e+07,5.78311e+07
11,0.143801,0.0002,0.143801,5.83349e+07,5.8335e+07
12,0.139101,0,0.139101,6.03057e+07,6.03057e+07
13,0.138126,0.0001,0.138126,6.07314e+07,6.07315e+07
14,0.140826,0.0001,0.140826,5.9567e+07,5.95671e+07
15,0.137986,0,0.137986,6.07932e+07,6.07932e+07
16,0.138145,0.0002,0.138145,6.07233e+07,6.07234e+07
