iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0020764,0.0002,0.0020762,1.26249e+08,1.26261e+08
2,0.0012866,0,0.0012866,2.03749e+08,2.03749e+08
3,0.0012442,0,0.0012442,2.10693e+08,2.10693e+08
4,0.0012482,0.0001,0.0012481,2.10018e+08,2.10034e+08
5,0.0014996,0.0001,0.0014995,1.74809e+08,1.74821e+08
6,0.0013022,0.0001,0.0013021,2.01309e+08,2.01324e+08
7,0.0012337,0,0.0012337,2.12486e+08,2.12486e+08
8,0.0011726,0.0001,0.0011725,2.23558e+08,2.23577e+08
9,0.0013627,0.0001,0.0013626,1.92371e+08,1.92385e+08
10,0.0014974,0.0001,0.0014973,1.75066e+08,1.75078e+08
11,0.0014142,0.0001,0.0014141,1.85366e+08,1.85379e+08
12,0.0012768,0,0.0012768,2.05313e+08,2.05313e+08
13,0.0011934,0,0.0011934,2.19661e+08,2.19661e+08
14,0.0012702,0.0001,0.0012701,2.0638e+08,2.06396e+08
15,0.0015122,0.0001,0.0015121,1.73353e+08,1.73364e+08
16,0.0012902,0.0001,0.0012901,2.03181e+08,2.03197e+08
