iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0025853,0.0004,0.0025849,1.01398e+08,1.01414e+08
2,0.0014956,0.0001,0.0014955,1.75277e+08,1.75289e+08
3,0.0014833,0.0001,0.0014832,1.7673e+08,1.76742e+08
4,0.0014473,0.0001,0.0014472,1.81126e+08,1.81139e+08
5,0.0014742,0.0001,0.0014741,1.77821e+08,1.77833e+08
6,0.001662,0.0001,0.0016619,1.57728e+08,1.57738e+08
7,0.0012753,0.0001,0.0012752,2.05555e+08,2.05571e+08
8,0.0012707,0.0001,0.0012706,2.06299e+08,2.06315e+08
9,0.001387,0.0001,0.0013869,1.89001e+08,1.89014e+08
10,0.0015595,0.0001,0.0015594,1.68095e+08,1.68106e+08
11,0.0014427,0.0001,0.0014426,1.81704e+08,1.81716e+08
12,0.0013184,0.0001,0.0013183,1.98835e+08,1.9885e+08
13,0.0013385,0.0001,0.0013384,1.95849e+08,1.95864e+08
14,0.0012466,0.0001,0.0012465,2.10287e+08,2.10304e+08
15,0.0015472,0.0001,0.0015471,1.69431e+08,1.69442e+08
16,0.0013571,0.0001,0.001357,1.93165e+08,1.93179e+08
