iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0187861,0.0003,0.0187858,5.58166e+07,5.58175e+07
2,0.0196282,0.0003,0.0196279,5.34219e+07,5.34227e+07
3,0.0194928,0.0001,0.0194927,5.3793e+07,5.37933e+07
4,0.0192971,0.0002,0.0192969,5.43385e+07,5.43391e+07
5,0.0191869,0.0001,0.0191868,5.46506e+07,5.46509e+07
6,0.0193337,0.0001,0.0193336,5.42357e+07,5.42359e+07
7,0.0190012,0.0002,0.019001,5.51847e+07,5.51853e+07
8,0.0191311,0.0002,0.0191309,5.481e+07,5.48106e+07
9,0.0194199,0.0002,0.0194197,5.39949e+07,5.39955e+07
10,0.0185874,0.0002,0.0185872,5.64133e+07,5.64139e+07
11,0.0185182,0.0006,0.0185176,5.66241e+07,5.66259e+07
12,0.0182904,0.0001,0.0182903,5.73293e+07,5.73296e+07
13,0.0182287,0.0003,0.0182284,5.75234e+07,5.75243e+07
14,0.0185518,0.0002,0.0185516,5.65215e+07,5.65221e+07
15,0.0181143,0.0002,0.0181141,5.78866e+07,5.78873e+07
16,0.017878,0.0002,0.0178778,5.86518e+07,5.86524e+07
