iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.131372,129.649,0.0017232,5.10831e+08,3.89443e+10
2,0.138186,136.636,0.00155,4.85642e+08,4.3296e+10
3,0.133636,131.993,0.0016437,5.02175e+08,4.08279e+10
4,0.131919,130.332,0.0015879,5.08711e+08,4.22627e+10
5,0.131424,129.887,0.0015364,5.1063e+08,4.36793e+10
6,0.136241,134.649,0.0015916,4.92575e+08,4.21644e+10
7,0.135489,133.893,0.001596,4.95309e+08,4.20482e+10
8,0.137049,135.448,0.0016004,4.89671e+08,4.19326e+10
9,0.135427,133.822,0.0016052,4.95536e+08,4.18072e+10
10,0.13969,138.071,0.0016191,4.80412e+08,4.14483e+10
11,0.135543,133.951,0.0015923,4.9511e+08,4.21459e+10
12,0.139003,137.387,0.0016165,4.82786e+08,4.15149e+10
13,0.143052,140.819,0.0022333,4.69122e+08,3.00492e+10
14,0.138772,136.179,0.0025933,4.83592e+08,2.58778e+10
15,0.137869,136.276,0.0015936,4.86757e+08,4.21115e+10
16,0.137951,136.352,0.0015988,4.8647e+08,4.19745e+10
