iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,17.1625,0.0002,17.1625,6.25634e+07,6.25634e+07
2,18.5733,0.0002,18.5733,5.78109e+07,5.78109e+07
3,18.821,0.0002,18.821,5.70502e+07,5.70502e+07
4,18.5903,0.0002,18.5903,5.77581e+07,5.77581e+07
5,18.6001,0.0002,18.6001,5.77277e+07,5.77277e+07
6,18.36,0.0002,18.36,5.84825e+07,5.84825e+07
7,18.1707,0.0003,18.1707,5.90919e+07,5.90919e+07
8,17.8463,0.0001,17.8463,6.01659e+07,6.01659e+07
9,17.8239,0.0003,17.8239,6.02418e+07,6.02418e+07
10,17.6738,0.0002,17.6738,6.07534e+07,6.07534e+07
11,17.7593,0.0002,17.7593,6.04609e+07,6.04609e+07
12,17.6487,0.0003,17.6487,6.08398e+07,6.08398e+07
13,17.5713,0.0002,17.5713,6.11076e+07,6.11076e+07
14,17.464,0.0002,17.464,6.1483e+07,6.1483e+07
15,17.3856,0.0002,17.3856,6.17606e+07,6.17606e+07
16,17.3155,0.0003,17.3155,6.20103e+07,6.20103e+07
