iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0006923,0.2741,0.0004182,1.51463e+09,2.50736e+09
2,0.0003236,0.2751,4.85e-05,3.24035e+09,2.16201e+10
3,0.0003312,0.2849,4.63e-05,3.16599e+09,2.26474e+10
4,0.0003168,0.2723,4.45e-05,3.3099e+09,2.35635e+10
5,0.0003115,0.2669,4.46e-05,3.36622e+09,2.35107e+10
6,0.0003153,0.2704,4.49e-05,3.32565e+09,2.33536e+10
7,0.0003128,0.2683,4.45e-05,3.35223e+09,2.35635e+10
8,0.0005266,0.4509,7.57e-05,1.99122e+09,1.38517e+10
9,0.0005164,0.4012,0.0001152,2.03055e+09,9.10222e+09
10,0.0005525,0.3842,0.0001683,1.89788e+09,6.2304e+09
11,0.0003905,0.2757,0.0001148,2.68521e+09,9.13394e+09
12,0.0003134,0.269,4.44e-05,3.34581e+09,2.36166e+10
13,0.0003069,0.2618,4.51e-05,3.41667e+09,2.325e+10
14,0.0003154,0.2696,4.58e-05,3.32459e+09,2.28947e+10
15,0.0003025,0.2573,4.52e-05,3.46637e+09,2.31986e+10
16,0.000301,0.2573,4.37e-05,3.48364e+09,2.39949e+10
