iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0014535,0.0001,0.0014534,5.63605e+06,5.63644e+06
2,0.0007514,0.0001,0.0007513,1.09023e+07,1.09038e+07
3,0.0007134,0.0001,0.0007133,1.1483e+07,1.14846e+07
4,0.0006658,0.0001,0.0006657,1.2304e+07,1.23058e+07
5,0.0006878,0,0.0006878,1.19104e+07,1.19104e+07
6,0.0006678,0.0001,0.0006677,1.22671e+07,1.2269e+07
7,0.0006688,0.0001,0.0006687,1.22488e+07,1.22506e+07
8,0.0006267,0.0001,0.0006266,1.30716e+07,1.30737e+07
9,0.0006405,0.0001,0.0006404,1.279e+07,1.2792e+07
10,0.0007555,0.0001,0.0007554,1.08432e+07,1.08446e+07
11,0.0007107,0,0.0007107,1.15267e+07,1.15267e+07
12,0.0006607,0.0001,0.0006606,1.2399e+07,1.24008e+07
13,0.0006845,0.0001,0.0006844,1.19679e+07,1.19696e+07
14,0.0006618,0.0001,0.0006617,1.23784e+07,1.23802e+07
15,0.0007224,0,0.0007224,1.134e+07,1.134e+07
16,0.0006289,0.0001,0.0006288,1.30259e+07,1.3028e+07
