iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.924515,0.0002,0.924515,7.25882e+07,7.25882e+07
2,0.986822,0.0002,0.986822,6.8005e+07,6.8005e+07
3,0.994828,0.0002,0.994828,6.74578e+07,6.74578e+07
4,0.986361,0.0002,0.986361,6.80368e+07,6.80368e+07
5,0.995575,0.0002,0.995575,6.74071e+07,6.74071e+07
6,0.973473,0.0002,0.973473,6.89376e+07,6.89376e+07
7,0.950984,0.0003,0.950984,7.05678e+07,7.05679e+07
8,0.945911,0.0002,0.945911,7.09463e+07,7.09463e+07
9,0.954838,0.0002,0.954838,7.0283e+07,7.0283e+07
10,0.941455,0.0002,0.941455,7.12821e+07,7.12821e+07
11,0.941293,0.0002,0.941293,7.12943e+07,7.12943e+07
12,0.939177,0.0002,0.939177,7.14549e+07,7.1455e+07
13,0.925423,0.0003,0.925423,7.25169e+07,7.25169e+07
14,0.905058,0.0002,0.905058,7.41486e+07,7.41487e+07
15,0.9097,0.0001,0.9097,7.37703e+07,7.37703e+07
16,0.902701,0.0002,0.902701,7.43423e+07,7.43423e+07
