iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.181488,0.0002,0.181488,3.6977e+08,3.6977e+08
2,0.190518,0.0002,0.190518,3.52244e+08,3.52245e+08
3,0.189872,0.0002,0.189872,3.53442e+08,3.53442e+08
4,0.195839,0.0002,0.195839,3.42673e+08,3.42674e+08
5,0.190078,0.0002,0.190077,3.5306e+08,3.53061e+08
6,0.188475,0.0002,0.188475,3.56062e+08,3.56063e+08
7,0.185294,0.0002,0.185294,3.62174e+08,3.62175e+08
8,0.188858,0.0002,0.188858,3.5534e+08,3.5534e+08
9,0.186839,0.0001,0.186839,3.59181e+08,3.59181e+08
10,0.188231,0.0001,0.188231,3.56525e+08,3.56525e+08
11,0.1863,0.0006,0.186299,3.6022e+08,3.60221e+08
12,0.183659,0.0002,0.183658,3.654e+08,3.654e+08
13,0.188769,0.0002,0.188768,3.55508e+08,3.55509e+08
14,0.187075,0.0002,0.187075,3.58727e+08,3.58727e+08
15,0.187904,0.0004,0.187903,3.57145e+08,3.57145e+08
16,0.186732,0.0002,0.186731,3.59387e+08,3.59387e+08
