iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0028688,263.483,-0.260614,2.33927e+10,-2.57502e+08
2,0.0026652,264.005,-0.26134,2.51797e+10,-2.56788e+08
3,0.0027444,262.392,-0.259647,2.4453e+10,-2.58462e+08
4,0.0026679,263.722,-0.261054,2.51542e+10,-2.57069e+08
5,0.0027478,264.801,-0.262054,2.44228e+10,-2.56088e+08
6,0.0026708,264.132,-0.261461,2.51269e+10,-2.56669e+08
7,0.0026609,283.705,-0.281044,2.52204e+10,-2.38784e+08
8,0.002734,277.099,-0.274365,2.4546e+10,-2.44597e+08
9,0.002724,265.162,-0.262438,2.46361e+10,-2.55713e+08
10,0.002734,262.946,-0.260212,2.4546e+10,-2.57901e+08
11,0.0026665,263.205,-0.260538,2.51674e+10,-2.57578e+08
12,0.0027418,347.692,-0.34495,2.44762e+10,-1.94547e+08
13,0.0092637,352.246,-0.342982,7.24428e+09,-1.95663e+08
14,0.009157,352.838,-0.343681,7.3287e+09,-1.95265e+08
15,0.0096818,351.583,-0.341901,6.93144e+09,-1.96281e+08
16,0.0097637,356.933,-0.347169,6.8733e+09,-1.93303e+08
