iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,17.3955,0.0003,17.3955,6.17252e+07,6.17252e+07
2,19.0106,0.0006,19.0106,5.64811e+07,5.64811e+07
3,19.0946,0.0003,19.0946,5.62327e+07,5.62327e+07
4,18.8307,0.0006,18.8307,5.70207e+07,5.70207e+07
5,18.7967,0.0002,18.7967,5.71239e+07,5.71239e+07
6,18.8977,0.0002,18.8977,5.68186e+07,5.68186e+07
7,18.9073,0.0002,18.9073,5.67898e+07,5.67898e+07
8,18.8377,0.0002,18.8377,5.69996e+07,5.69996e+07
9,18.6209,0.0002,18.6209,5.76632e+07,5.76632e+07
10,18.2656,0.0002,18.2656,5.87848e+07,5.87848e+07
11,18.1977,0.0002,18.1977,5.90043e+07,5.90043e+07
12,18.1474,0.0002,18.1474,5.91679e+07,5.91679e+07
13,17.9324,0.0001,17.9324,5.98772e+07,5.98772e+07
14,17.5369,0.0002,17.5369,6.12276e+07,6.12276e+07
15,17.4417,0.0003,17.4417,6.15618e+07,6.15618e+07
16,17.4481,0.0002,17.4481,6.15392e+07,6.15392e+07
