iterationNumber,iterationDuration(s),cellsPerSecond
1,14.9501,7.18215e+07
2,16.1517,6.64787e+07
3,16.2317,6.6151e+07
4,16.2411,6.61128e+07
5,15.8087,6.7921e+07
6,16.4727,6.51831e+07
7,15.6232,6.87274e+07
8,15.4884,6.93254e+07
9,15.3548,6.99287e+07
10,15.4775,6.93745e+07
11,15.1774,7.07461e+07
12,15.0796,7.12048e+07
13,14.9344,7.1897e+07
14,14.8653,7.22314e+07
15,14.9031,7.20481e+07
16,15.031,7.14354e+07
