iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0007325,1.11836e+07
2,7.4e-05,1.10703e+08
3,7.06e-05,1.16034e+08
4,5.71e-05,1.43468e+08
5,7.11e-05,1.15218e+08
6,5.29e-05,1.54858e+08
7,5.13e-05,1.59688e+08
8,5.54e-05,1.4787e+08
9,5.47e-05,1.49762e+08
10,5.28e-05,1.55152e+08
11,5.41e-05,1.51423e+08
12,5.42e-05,1.51144e+08
13,5.56e-05,1.47338e+08
14,5.86e-05,1.39795e+08
15,5.47e-05,1.49762e+08
16,6.61e-05,1.23933e+08
