iterationNumber,iterationDuration(s),cellsPerSecond
1,0.170556,3.93472e+08
2,0.164866,4.07051e+08
3,0.180117,3.72585e+08
4,0.174275,3.85074e+08
5,0.17827,3.76446e+08
6,0.167477,4.00706e+08
7,0.177855,3.77322e+08
8,0.162585,4.12762e+08
9,0.179155,3.74586e+08
10,0.173526,3.86736e+08
11,0.176113,3.81055e+08
12,0.173626,3.86513e+08
13,0.161745,4.14906e+08
14,0.170646,3.93264e+08
15,0.161252,4.16174e+08
16,0.16961,3.95665e+08
