iterationNumber,iterationDuration(s),cellsPerSecond
1,0.118317,9.07513e+09
2,0.0968868,1.10824e+10
3,0.0846608,1.26829e+10
4,0.0827623,1.29738e+10
5,0.0828259,1.29638e+10
6,0.0838656,1.28031e+10
7,0.0831186,1.29182e+10
8,0.0827079,1.29823e+10
9,0.0852383,1.25969e+10
10,0.0844338,1.2717e+10
11,0.0830149,1.29343e+10
12,0.0830163,1.29341e+10
13,0.0836701,1.2833e+10
14,0.0828301,1.29632e+10
15,0.0857547,1.25211e+10
16,0.0844448,1.27153e+10
