iterationNumber,iterationDuration(s),cellsPerSecond
1,0.005844,1.43542e+09
2,0.0034814,2.40955e+09
3,0.0034723,2.41586e+09
4,0.003482,2.40913e+09
5,0.0034615,2.4234e+09
6,0.0034449,2.43508e+09
7,0.0034694,2.41788e+09
8,0.0035092,2.39046e+09
9,0.0034961,2.39942e+09
10,0.0034524,2.42979e+09
11,0.0034528,2.42951e+09
12,0.0034583,2.42564e+09
13,0.0034866,2.40596e+09
14,0.0034515,2.43042e+09
15,0.0034498,2.43162e+09
16,0.0034504,2.4312e+09
