iterationNumber,iterationDuration(s),cellsPerSecond
1,0.151681,4.42434e+08
2,0.166471,4.03126e+08
3,0.170044,3.94657e+08
4,0.169019,3.97049e+08
5,0.165325,4.05921e+08
6,0.16541,4.05713e+08
7,0.166806,4.02317e+08
8,0.165549,4.05371e+08
9,0.163988,4.09231e+08
10,0.161965,4.14343e+08
11,0.160493,4.18142e+08
12,0.162452,4.13101e+08
13,0.163571,4.10273e+08
14,0.157884,4.25053e+08
15,0.162309,4.13464e+08
16,0.163053,4.11576e+08
