iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0811325,1.32344e+10
2,0.0810156,1.32535e+10
3,0.0712388,1.50724e+10
4,0.0641014,1.67507e+10
5,0.0634821,1.69141e+10
6,0.0638581,1.68145e+10
7,0.0639992,1.67774e+10
8,0.0637937,1.68315e+10
9,0.06452,1.6642e+10
10,0.0641965,1.67259e+10
11,0.0638112,1.68269e+10
12,0.0639291,1.67958e+10
13,0.0641755,1.67313e+10
14,0.0640674,1.67596e+10
15,0.0635989,1.6883e+10
16,0.0646335,1.66128e+10
