iterationNumber,iterationDuration(s),cellsPerSecond
1,0.476633,2.25276e+09
2,0.387442,2.77136e+09
3,0.388616,2.76299e+09
4,0.38792,2.76795e+09
5,0.388336,2.76498e+09
6,0.387219,2.77296e+09
7,0.387886,2.76819e+09
8,0.388666,2.76263e+09
9,0.386194,2.78032e+09
10,0.387018,2.7744e+09
11,0.389478,2.75688e+09
12,0.387291,2.77244e+09
13,0.38727,2.7726e+09
14,0.387404,2.77164e+09
15,0.388095,2.7667e+09
16,0.389015,2.76015e+09
