iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0069297,9.68424e+09
2,0.0066993,1.00173e+10
3,0.0066867,1.00362e+10
4,0.0066782,1.00489e+10
5,0.0066712,1.00595e+10
6,0.0066873,1.00353e+10
7,0.0066824,1.00426e+10
8,0.0066852,1.00384e+10
9,0.006682,1.00432e+10
10,0.0066834,1.00411e+10
11,0.0066812,1.00444e+10
12,0.0066823,1.00428e+10
13,0.0066865,1.00365e+10
14,0.0066773,1.00503e+10
15,0.0066957,1.00227e+10
16,0.0066777,1.00497e+10
