iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0007894,1.03775e+07
2,9.44e-05,8.67797e+07
3,5.8e-05,1.41241e+08
4,5.2e-05,1.57538e+08
5,5.41e-05,1.51423e+08
6,5.17e-05,1.58453e+08
7,5.27e-05,1.55446e+08
8,5.22e-05,1.56935e+08
9,5.28e-05,1.55152e+08
10,5.09e-05,1.60943e+08
11,5.24e-05,1.56336e+08
12,5.23e-05,1.56635e+08
13,5.29e-05,1.54858e+08
14,5.52e-05,1.48406e+08
15,5.17e-05,1.58453e+08
16,5.11e-05,1.60313e+08
