iterationNumber,iterationDuration(s),cellsPerSecond
1,0.126099,6.6524e+07
2,0.135368,6.19691e+07
3,0.135865,6.17422e+07
4,0.132963,6.30898e+07
5,0.13336,6.29019e+07
6,0.131997,6.35516e+07
7,0.131889,6.36035e+07
8,0.130531,6.42654e+07
9,0.129141,6.4957e+07
10,0.128901,6.50778e+07
11,0.124494,6.73818e+07
12,0.122148,6.86757e+07
13,0.125504,6.68394e+07
14,0.124985,6.7117e+07
15,0.124925,6.71494e+07
16,0.124292,6.74909e+07
