iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0037019,7.08134e+07
2,0.0040212,6.51905e+07
3,0.0040903,6.40892e+07
4,0.0039844,6.57926e+07
5,0.0039952,6.56147e+07
6,0.0039933,6.5646e+07
7,0.0039155,6.69503e+07
8,0.0039267,6.67594e+07
9,0.0038929,6.7339e+07
10,0.0038547,6.80063e+07
11,0.003827,6.84986e+07
12,0.0038082,6.88367e+07
13,0.0037636,6.96525e+07
14,0.0037383,7.01239e+07
15,0.0037215,7.04404e+07
16,0.0036769,7.12948e+07
