iterationNumber,iterationDuration(s),cellsPerSecond
1,16.1157,6.66271e+07
2,17.2507,6.22433e+07
3,17.3299,6.19589e+07
4,17.1441,6.26304e+07
5,16.3808,6.5549e+07
6,16.0956,6.67104e+07
7,15.9846,6.71735e+07
8,15.7258,6.82789e+07
9,15.6219,6.87333e+07
10,15.4635,6.94372e+07
11,15.8444,6.77677e+07
12,15.9351,6.73823e+07
13,15.4256,6.96076e+07
14,15.6201,6.87411e+07
15,15.7486,6.81804e+07
16,15.3288,7.00474e+07
