iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0351005,1.91191e+09
2,0.0263486,2.54696e+09
3,0.0263788,2.54405e+09
4,0.0267304,2.51058e+09
5,0.0491575,1.36518e+09
6,0.0272025,2.46701e+09
7,0.025392,2.64291e+09
8,0.0286748,2.34034e+09
9,0.0257028,2.61096e+09
10,0.0246244,2.7253e+09
11,0.0244056,2.74973e+09
12,0.0242362,2.76895e+09
13,0.0246011,2.72788e+09
14,0.0240729,2.78773e+09
15,0.0241983,2.77329e+09
16,0.0239389,2.80334e+09
