iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0001164,7.0378e+07
2,0.0001232,6.64935e+07
3,0.0001242,6.59581e+07
4,0.0001235,6.6332e+07
5,0.0001212,6.75908e+07
6,0.0001215,6.74239e+07
7,0.0001185,6.91308e+07
8,0.0001193,6.86672e+07
9,0.0001179,6.94826e+07
10,0.0001194,6.86097e+07
11,0.0001193,6.86672e+07
12,0.000126,6.50159e+07
13,0.0001173,6.9838e+07
14,0.0001153,7.10494e+07
15,0.0001154,7.09879e+07
16,0.0001139,7.19227e+07
