iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0030249,8.6662e+07
2,0.0014997,1.74798e+08
3,0.0013125,1.99729e+08
4,0.0012809,2.04656e+08
5,0.0011913,2.20049e+08
6,0.0011882,2.20623e+08
7,0.0011984,2.18745e+08
8,0.0012709,2.06266e+08
9,0.0012878,2.0356e+08
10,0.0012185,2.15137e+08
11,0.0012457,2.10439e+08
12,0.0012274,2.13577e+08
13,0.001215,2.15756e+08
14,0.001279,2.0496e+08
15,0.0012133,2.16059e+08
16,0.0012424,2.10998e+08
