iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0007216,1.13525e+07
2,6.87e-05,1.19243e+08
3,5.8e-05,1.41241e+08
4,5.19e-05,1.57842e+08
5,5e-05,1.6384e+08
6,6.21e-05,1.31916e+08
7,5.88e-05,1.3932e+08
8,5.33e-05,1.53696e+08
9,5.25e-05,1.56038e+08
10,6.32e-05,1.2962e+08
11,5.46e-05,1.50037e+08
12,5.46e-05,1.50037e+08
13,5.72e-05,1.43217e+08
14,6.07e-05,1.34959e+08
15,5.72e-05,1.43217e+08
16,5.93e-05,1.38145e+08
