iterationNumber,iterationDuration(s),cellsPerSecond
1,0.004642,2.25889e+08
2,0.0033216,3.15684e+08
3,0.0033258,3.15285e+08
4,0.0036218,2.89518e+08
5,0.0034746,3.01783e+08
6,0.0035784,2.93029e+08
7,0.0034431,3.04544e+08
8,0.0037327,2.80916e+08
9,0.0037117,2.82506e+08
10,0.003437,3.05085e+08
11,0.0036282,2.89007e+08
12,0.0036234,2.8939e+08
13,0.0036383,2.88205e+08
14,0.0036431,2.87825e+08
15,0.003481,3.01228e+08
16,0.0035433,2.95932e+08
