iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0003058,8.5724e+08
2,9.69e-05,2.7053e+09
3,7.59e-05,3.45381e+09
4,0.0005082,5.15828e+08
5,7.52e-05,3.48596e+09
6,7.41e-05,3.53771e+09
7,7.41e-05,3.53771e+09
8,7.4e-05,3.54249e+09
9,7.36e-05,3.56174e+09
10,7.35e-05,3.56659e+09
11,7.39e-05,3.54728e+09
12,7.34e-05,3.57144e+09
13,7.31e-05,3.5861e+09
14,7.4e-05,3.54249e+09
15,7.3e-05,3.59101e+09
16,7.39e-05,3.54728e+09
