iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0041487,6.3187e+07
2,0.0044074,5.94782e+07
3,0.0044909,5.83723e+07
4,0.0044811,5.84999e+07
5,0.0043981,5.96039e+07
6,0.0043649,6.00573e+07
7,0.0043512,6.02464e+07
8,0.0067819,3.86535e+07
9,0.0043726,5.99515e+07
10,0.0043002,6.09609e+07
11,0.0042086,6.22877e+07
12,0.0042094,6.22759e+07
13,0.0042059,6.23277e+07
14,0.0043042,6.09042e+07
15,0.0042146,6.2199e+07
16,0.0041921,6.25329e+07
