iterationNumber,iterationDuration(s),cellsPerSecond
1,0.0030259,8.66334e+07
2,0.0014697,1.78366e+08
3,0.0012081,2.16989e+08
4,0.0012596,2.08117e+08
5,0.0012302,2.13091e+08
6,0.0011421,2.29528e+08
7,0.0011297,2.32047e+08
8,0.0011442,2.29107e+08
9,0.0011612,2.25753e+08
10,0.0011525,2.27457e+08
11,0.0010703,2.44926e+08
12,0.0011169,2.34707e+08
13,0.0010965,2.39073e+08
14,0.0011305,2.31883e+08
15,0.0010802,2.42681e+08
16,0.0011155,2.35001e+08
